ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
701.5,0.00324369,"Conochilus dossuarius",1995_5_25,46.251200,-89.503400,25,5,1995
14541.1,0.0801123,"Conochilus dossuarius",1994_7_21,46.251200,-89.503400,21,7,1994
55.5,0.000371292,"Conochilus dossuarius",1988_8_15,46.251200,-89.503400,15,8,1988
2376,0.0130903,"Conochilus dossuarius",1994_6_9,46.251200,-89.503400,9,6,1994
1615.5,0.00874145,"Conochilus dossuarius",1987_8_10,46.251200,-89.503400,10,8,1987
1556.5,0.00673776,"Conochilus dossuarius",1989_9_5,46.251200,-89.503400,5,9,1989
2799.5,0.0228598,"Conochilus dossuarius",1990_5_21,46.251200,-89.503400,21,5,1990
27.5,0.000119042,"Conochilus dossuarius",1989_7_17,46.251200,-89.503400,17,7,1989
4712.5,0.0203994,"Conochilus dossuarius",1985_7_1,46.251200,-89.503400,1,7,1985
13,0.0000716218,"Conochilus dossuarius",1991_7_29,46.251200,-89.503400,29,7,1991
85.5,0.000294407,"Conochilus dossuarius",1986_5_26,46.251200,-89.503400,26,5,1986
119,0.000655615,"Conochilus dossuarius",1991_6_3,46.251200,-89.503400,3,6,1991
2162,0.00935884,"Conochilus dossuarius",1989_8_28,46.251200,-89.503400,28,8,1989
1663,0.00736238,"Conochilus dossuarius",1990_7_16,46.251200,-89.503400,16,7,1990
2099,0.00908613,"Conochilus dossuarius",1987_7_13,46.251200,-89.503400,13,7,1987
100.5,0.000346057,"Conochilus dossuarius",1985_8_12,46.251200,-89.503400,12,8,1985
3696.5,0.0160014,"Conochilus dossuarius",1987_7_20,46.251200,-89.503400,20,7,1987
732.6,0.00403616,"Conochilus dossuarius",1994_6_30,46.251200,-89.503400,30,6,1994
25,0.0000664076,"Conochilus dossuarius",1985_7_8,46.251200,-89.503400,8,7,1985
3914.7,0.0181013,"Conochilus dossuarius",1995_8_10,46.251200,-89.503400,10,8,1995
158.5,0.00106036,"Conochilus dossuarius",1988_9_4,46.251200,-89.503400,4,9,1988
3275,0.014499,"Conochilus dossuarius",1990_5_28,46.251200,-89.503400,28,5,1990
3231.4,0.017803,"Conochilus dossuarius",1994_8_11,46.251200,-89.503400,11,8,1994
138.5,0.000763047,"Conochilus dossuarius",1991_5_27,46.251200,-89.503400,27,5,1991
47.5,0.000261695,"Conochilus dossuarius",1994_9_6,46.251200,-89.503400,6,9,1994
4718.1,0.0218162,"Conochilus dossuarius",1995_8_31,46.251200,-89.503400,31,8,1995
3366,0.0115903,"Conochilus dossuarius",1987_8_17,46.251200,-89.503400,17,8,1987
577,0.0038601,"Conochilus dossuarius",1988_8_1,46.251200,-89.503400,1,8,1988
6320.2,0.0348203,"Conochilus dossuarius",1994_7_7,46.251200,-89.503400,7,7,1994
4776,0.0225538,"Conochilus dossuarius",1990_8_6,46.251200,-89.503400,6,8,1990
2007.5,0.00869004,"Conochilus dossuarius",1989_6_5,46.251200,-89.503400,5,6,1989
126.5,0.000696935,"Conochilus dossuarius",1993_6_3,46.251200,-89.503400,3,6,1993
984.3,0.00455134,"Conochilus dossuarius",1995_6_1,46.251200,-89.503400,1,6,1995
780,0.00521816,"Conochilus dossuarius",1988_7_25,46.251200,-89.503400,25,7,1988
237.5,0.00130847,"Conochilus dossuarius",1991_8_12,46.251200,-89.503400,12,8,1991
1128.5,0.00488504,"Conochilus dossuarius",1987_7_27,46.251200,-89.503400,27,7,1987
2106.5,0.0140924,"Conochilus dossuarius",1988_6_13,46.251200,-89.503400,13,6,1988
218,0.00120104,"Conochilus dossuarius",1991_7_1,46.251200,-89.503400,1,7,1991
25,0.000115598,"Conochilus dossuarius",1985_5_27,46.251200,-89.503400,27,5,1985
1244.6,0.00575495,"Conochilus dossuarius",1995_8_3,46.251200,-89.503400,3,8,1995
268.5,0.000924541,"Conochilus dossuarius",1985_6_17,46.251200,-89.503400,17,6,1985
245.5,0.00164238,"Conochilus dossuarius",1988_8_29,46.251200,-89.503400,29,8,1988
2352,0.0101813,"Conochilus dossuarius",1989_6_19,46.251200,-89.503400,19,6,1989
4910.5,0.0169086,"Conochilus dossuarius",1987_7_6,46.251200,-89.503400,6,7,1987
99,0.000545427,"Conochilus dossuarius",1991_6_10,46.251200,-89.503400,10,6,1991
10010.9,0.0551537,"Conochilus dossuarius",1994_6_23,46.251200,-89.503400,23,6,1994
316.8,0.00146486,"Conochilus dossuarius",1995_6_22,46.251200,-89.503400,22,6,1995
1730.5,0.00749097,"Conochilus dossuarius",1989_5_29,46.251200,-89.503400,29,5,1989
165,0.0313607,Conochilus,1989_7_10,46.251200,-89.503400,10,7,1989
14,0.00259507,Conochilus,1994_8_18,46.251200,-89.503400,18,8,1994
127,0.0241383,Conochilus,1992_6_25,46.251200,-89.503400,25,6,1992
19.5,0.00370627,Conochilus,1991_5_20,46.251200,-89.503400,20,5,1991
10,0.00185362,Conochilus,1994_8_25,46.251200,-89.503400,25,8,1994
67,0.0127344,Conochilus,1995_6_29,46.251200,-89.503400,29,6,1995
284,0.0539785,Conochilus,1987_6_29,46.251200,-89.503400,29,6,1987
100,0.0190065,Conochilus,1991_7_8,46.251200,-89.503400,8,7,1991
58,0.010751,Conochilus,1994_6_30,46.251200,-89.503400,30,6,1994
9,0.00166826,Conochilus,1994_5_26,46.251200,-89.503400,26,5,1994
34,0.00473007,Conochilus,1984_7_29,46.251200,-89.503400,29,7,1984
33.5,0.00636718,Conochilus,1991_7_15,46.251200,-89.503400,15,7,1991
246,0.046756,Conochilus,1989_5_22,46.251200,-89.503400,22,5,1989
66,0.0122339,Conochilus,1994_6_2,46.251200,-89.503400,2,6,1994
89,0.0169158,Conochilus,1989_8_21,46.251200,-89.503400,21,8,1989
28,0.00532182,Conochilus,1992_8_13,46.251200,-89.503400,13,8,1992
25.5,0.00484666,Conochilus,1988_8_8,46.251200,-89.503400,8,8,1988
168,0.0319309,Conochilus,1985_6_3,46.251200,-89.503400,3,6,1985
30,0.00570195,Conochilus,1995_7_6,46.251200,-89.503400,6,7,1995
67.5,0.0128294,Conochilus,1986_7_7,46.251200,-89.503400,7,7,1986
60,0.0114039,Conochilus,1995_6_15,46.251200,-89.503400,15,6,1995
2,0.00038013,Conochilus,1992_9_3,46.251200,-89.503400,3,9,1992
164,0.0311707,Conochilus,1988_5_30,46.251200,-89.503400,30,5,1988
8,0.00154665,Conochilus,1984_8_26,46.251200,-89.503400,26,8,1984
19,0.00352188,Conochilus,1994_6_16,46.251200,-89.503400,16,6,1994
17,0.0032311,Conochilus,1992_8_20,46.251200,-89.503400,20,8,1992
56,0.0106436,Conochilus,1995_7_13,46.251200,-89.503400,13,7,1995
30.5,0.00579698,Conochilus,1991_7_22,46.251200,-89.503400,22,7,1991
17,0.00315116,Conochilus,1994_8_4,46.251200,-89.503400,4,8,1994
244,0.0463759,Conochilus,1990_6_25,46.251200,-89.503400,25,6,1990
35,0.00665228,Conochilus,1993_8_5,46.251200,-89.503400,5,8,1993
344,0.0653824,Conochilus,1989_5_29,46.251200,-89.503400,29,5,1989
41,0.00779267,Conochilus,1986_6_2,46.251200,-89.503400,2,6,1986
81.5,0.0154903,Conochilus,1988_7_4,46.251200,-89.503400,4,7,1988
48.5,0.00921815,Conochilus,1988_9_4,46.251200,-89.503400,4,9,1988
12,0.00228078,Conochilus,1986_8_11,46.251200,-89.503400,11,8,1986
113.5,0.0215724,Conochilus,1988_6_20,46.251200,-89.503400,20,6,1988
812,0.154333,Conochilus,1987_5_25,46.251200,-89.503400,25,5,1987
168.5,0.032026,Conochilus,1985_6_17,46.251200,-89.503400,17,6,1985
343,0.0651923,Conochilus,1984_6_10,46.251200,-89.503400,10,6,1984
71,0.0098775,Conochilus,1984_8_12,46.251200,-89.503400,12,8,1984
120,0.0228078,Conochilus,1985_6_10,46.251200,-89.503400,10,6,1985
474,0.0900908,Conochilus,1984_7_1,46.251200,-89.503400,1,7,1984
342,0.0650022,Conochilus,1989_6_12,46.251200,-89.503400,12,6,1989
138,0.026229,Conochilus,1987_7_6,46.251200,-89.503400,6,7,1987
11.5,0.00218575,Conochilus,1985_7_15,46.251200,-89.503400,15,7,1985
16.5,0.00313607,Conochilus,1987_8_10,46.251200,-89.503400,10,8,1987
64.5,0.0122592,Conochilus,1991_6_24,46.251200,-89.503400,24,6,1991
63.4,0.0120501,Conochilus,1995_8_17,46.251200,-89.503400,17,8,1995
10,0.00190065,Conochilus,1985_9_2,46.251200,-89.503400,2,9,1985
4,0.000741449,Conochilus,1994_7_28,46.251200,-89.503400,28,7,1994
448,0.0851491,Conochilus,1984_6_3,46.251200,-89.503400,3,6,1984
24,0.00456156,Conochilus,1993_6_10,46.251200,-89.503400,10,6,1993
26,0.00494169,Conochilus,1993_7_15,46.251200,-89.503400,15,7,1993
53,0.0100734,Conochilus,1990_7_23,46.251200,-89.503400,23,7,1990
4,0.00076026,Conochilus,1992_8_27,46.251200,-89.503400,27,8,1992
59.4,0.0112899,Conochilus,1995_9_5,46.251200,-89.503400,5,9,1995
24,0.00456156,Conochilus,1991_5_27,46.251200,-89.503400,27,5,1991
21,0.00399136,Conochilus,1991_8_26,46.251200,-89.503400,26,8,1991
25.5,0.00484666,Conochilus,1986_7_28,46.251200,-89.503400,28,7,1986
65,0.0123542,Conochilus,1992_6_11,46.251200,-89.503400,11,6,1992
2.5,0.000475162,Conochilus,1986_9_1,46.251200,-89.503400,1,9,1986
73,0.0138747,Conochilus,1987_7_20,46.251200,-89.503400,20,7,1987
4,0.000741449,Conochilus,1994_7_21,46.251200,-89.503400,21,7,1994
7.5,0.00142549,Conochilus,1985_7_29,46.251200,-89.503400,29,7,1985
85.5,0.0162506,Conochilus,1985_5_20,46.251200,-89.503400,20,5,1985
59,0.0114065,Conochilus,1984_9_9,46.251200,-89.503400,9,9,1984
78,0.0148251,Conochilus,1992_8_6,46.251200,-89.503400,6,8,1992
78,0.0148251,Conochilus,1989_7_3,46.251200,-89.503400,3,7,1989
7.5,0.00142549,Conochilus,1985_9_16,46.251200,-89.503400,16,9,1985
6,0.00114039,Conochilus,1995_8_24,46.251200,-89.503400,24,8,1995
74,0.0140648,Conochilus,1989_7_31,46.251200,-89.503400,31,7,1989
122,0.0231879,Conochilus,1984_6_24,46.251200,-89.503400,24,6,1984
26.5,0.00503672,Conochilus,1986_6_30,46.251200,-89.503400,30,6,1986
222,0.0421944,Conochilus,1989_6_5,46.251200,-89.503400,5,6,1989
32,0.00608208,Conochilus,1985_7_22,46.251200,-89.503400,22,7,1985
5,0.000950325,Conochilus,1986_8_25,46.251200,-89.503400,25,8,1986
58,0.0110238,Conochilus,1993_6_17,46.251200,-89.503400,17,6,1993
25,0.00475163,Conochilus,1990_8_13,46.251200,-89.503400,13,8,1990
31,0.00425197,Conochilus,1984_8_5,46.251200,-89.503400,5,8,1984
49,0.00931318,Conochilus,1986_5_26,46.251200,-89.503400,26,5,1986
21,0.00389261,Conochilus,1994_7_14,46.251200,-89.503400,14,7,1994
330,0.0627214,Conochilus,1988_5_23,46.251200,-89.503400,23,5,1988
29,0.00551189,Conochilus,1991_7_29,46.251200,-89.503400,29,7,1991
109,0.0207171,Conochilus,1990_5_21,46.251200,-89.503400,21,5,1990
114.5,0.0217624,Conochilus,1988_6_27,46.251200,-89.503400,27,6,1988
75,0.0142549,Conochilus,1993_7_1,46.251200,-89.503400,1,7,1993
44,0.00836286,Conochilus,1992_7_2,46.251200,-89.503400,2,7,1992
27,0.00513176,Conochilus,1988_8_29,46.251200,-89.503400,29,8,1988
4,0.00076026,Conochilus,1992_9_10,46.251200,-89.503400,10,9,1992
74,0.0140648,Conochilus,1987_7_27,46.251200,-89.503400,27,7,1987
5.5,0.00104536,Conochilus,1990_9_4,46.251200,-89.503400,4,9,1990
47,0.00893306,Conochilus,1993_7_22,46.251200,-89.503400,22,7,1993
6.5,0.00123542,Conochilus,1985_8_12,46.251200,-89.503400,12,8,1985
30.5,0.00579698,Conochilus,1986_6_23,46.251200,-89.503400,23,6,1986
62,0.011784,Conochilus,1990_7_30,46.251200,-89.503400,30,7,1990
27,0.00513176,Conochilus,1990_5_28,46.251200,-89.503400,28,5,1990
27.5,0.00522679,Conochilus,1991_8_5,46.251200,-89.503400,5,8,1991
159,0.0302203,Conochilus,1985_5_27,46.251200,-89.503400,27,5,1985
167,0.0256326,Conochilus,1984_6_17,46.251200,-89.503400,17,6,1984
36.5,0.00693737,Conochilus,1988_7_11,46.251200,-89.503400,11,7,1988
14,0.00266091,Conochilus,1985_5_17,46.251200,-89.503400,17,5,1985
29.5,0.00560692,Conochilus,1991_6_3,46.251200,-89.503400,3,6,1991
54,0.0102635,Conochilus,1995_7_20,46.251200,-89.503400,20,7,1995
43.5,0.00826783,Conochilus,1986_6_9,46.251200,-89.503400,9,6,1986
276,0.0524579,Conochilus,1990_6_18,46.251200,-89.503400,18,6,1990
34,0.00646221,Conochilus,1989_8_28,46.251200,-89.503400,28,8,1989
15,0.00278044,Conochilus,1994_6_9,46.251200,-89.503400,9,6,1994
28.5,0.00541685,Conochilus,1986_7_21,46.251200,-89.503400,21,7,1986
130,0.0247084,Conochilus,1989_7_24,46.251200,-89.503400,24,7,1989
298,0.0566394,Conochilus,1990_7_9,46.251200,-89.503400,9,7,1990
366,0.0695638,Conochilus,1992_7_9,46.251200,-89.503400,9,7,1992
6.5,0.00123542,Conochilus,1990_9_10,46.251200,-89.503400,10,9,1990
27,0.00513176,Conochilus,1987_8_3,46.251200,-89.503400,3,8,1987
458,0.0637168,Conochilus,1984_7_15,46.251200,-89.503400,15,7,1984
17,0.0032311,Conochilus,1985_8_26,46.251200,-89.503400,26,8,1985
15,0.00285097,Conochilus,1985_8_19,46.251200,-89.503400,19,8,1985
48,0.00912312,Conochilus,1992_5_21,46.251200,-89.503400,21,5,1992
150,0.0285097,Conochilus,1987_7_13,46.251200,-89.503400,13,7,1987
45.5,0.00864796,Conochilus,1988_8_15,46.251200,-89.503400,15,8,1988
173,0.0328812,Conochilus,1992_6_4,46.251200,-89.503400,4,6,1992
38,0.00722247,Conochilus,1991_6_10,46.251200,-89.503400,10,6,1991
117,0.0222376,Conochilus,1985_6_24,46.251200,-89.503400,24,6,1985
9,0.00171058,Conochilus,1993_7_29,46.251200,-89.503400,29,7,1993
8.5,0.00161555,Conochilus,1986_8_18,46.251200,-89.503400,18,8,1986
162.5,0.0308856,Conochilus,1989_7_17,46.251200,-89.503400,17,7,1989
33.5,0.0000725072,Conochilus,1986_5_25,46.251200,-89.503400,25,5,1986
536,0.101875,Conochilus,1987_6_1,46.251200,-89.503400,1,6,1987
87.1,0.0165547,Conochilus,1995_8_31,46.251200,-89.503400,31,8,1995
376,0.0714644,Conochilus,1989_6_19,46.251200,-89.503400,19,6,1989
653,0.124112,Conochilus,1992_7_23,46.251200,-89.503400,23,7,1992
23,0.00437149,Conochilus,1988_8_22,46.251200,-89.503400,22,8,1988
38.5,0.0073175,Conochilus,1988_8_1,46.251200,-89.503400,1,8,1988
227,0.0431448,Conochilus,1989_6_26,46.251200,-89.503400,26,6,1989
16,0.00304104,Conochilus,1990_8_26,46.251200,-89.503400,26,8,1990
32.5,0.00617711,Conochilus,1989_9_5,46.251200,-89.503400,5,9,1989
38,0.00722247,Conochilus,1986_7_14,46.251200,-89.503400,14,7,1986
48,0.00912312,Conochilus,1993_5_20,46.251200,-89.503400,20,5,1993
70.5,0.0133996,Conochilus,1985_7_1,46.251200,-89.503400,1,7,1985
51,0.00969332,Conochilus,1991_6_17,46.251200,-89.503400,17,6,1991
119,0.0226177,Conochilus,1992_6_18,46.251200,-89.503400,18,6,1992
69,0.0131145,Conochilus,1989_8_7,46.251200,-89.503400,7,8,1989
8,0.0014829,Conochilus,1994_8_11,46.251200,-89.503400,11,8,1994
118,0.0224277,Conochilus,1991_7_1,46.251200,-89.503400,1,7,1991
28.5,0.00541685,Conochilus,1986_8_4,46.251200,-89.503400,4,8,1986
8,0.0014829,Conochilus,1994_6_23,46.251200,-89.503400,23,6,1994
189,0.0359223,Conochilus,1993_6_24,46.251200,-89.503400,24,6,1993
39,0.00722913,Conochilus,1994_7_7,46.251200,-89.503400,7,7,1994
208,0.0395335,Conochilus,1992_7_30,46.251200,-89.503400,30,7,1992
25,0.00475163,Conochilus,1995_6_8,46.251200,-89.503400,8,6,1995
17,0.0032311,Conochilus,1988_7_25,46.251200,-89.503400,25,7,1988
28,0.00532182,Conochilus,1989_8_14,46.251200,-89.503400,14,8,1989
237,0.0450454,Conochilus,1987_6_8,46.251200,-89.503400,8,6,1987
70,0.0133046,Conochilus,1993_7_8,46.251200,-89.503400,8,7,1993
15,0.00285097,Conochilus,1985_8_5,46.251200,-89.503400,5,8,1985
127,0.0241383,Conochilus,1995_5_25,46.251200,-89.503400,25,5,1995
48,0.00912312,Conochilus,1990_8_20,46.251200,-89.503400,20,8,1990
48.5,0.00921815,Conochilus,1986_6_16,46.251200,-89.503400,16,6,1986
105,0.0199568,Conochilus,1988_6_6,46.251200,-89.503400,6,6,1988
297,0.0564493,Conochilus,1992_7_16,46.251200,-89.503400,16,7,1992
16,0.00304104,Conochilus,1991_8_12,46.251200,-89.503400,12,8,1991
3,0.000570195,Conochilus,1993_8_12,46.251200,-89.503400,12,8,1993
62,0.00591226,Conochilus,1984_7_22,46.251200,-89.503400,22,7,1984
84.5,0.0160605,Conochilus,1988_6_13,46.251200,-89.503400,13,6,1988
18,0.00342117,Conochilus,1988_7_18,46.251200,-89.503400,18,7,1988
28,0.00532182,Conochilus,1995_8_10,46.251200,-89.503400,10,8,1995
78,0.0132967,Conochilus,1984_8_19,46.251200,-89.503400,19,8,1984
27.7,0.0052648,Conochilus,1995_8_3,46.251200,-89.503400,3,8,1995
3.5,0.000665227,Conochilus,1987_8_17,46.251200,-89.503400,17,8,1987
29,0.00551189,Conochilus,1990_8_6,46.251200,-89.503400,6,8,1990
342,0.0650022,Conochilus,1987_6_15,46.251200,-89.503400,15,6,1987
23.5,0.00446653,Conochilus,1985_7_8,46.251200,-89.503400,8,7,1985
295,0.0410403,Conochilus,1984_7_8,46.251200,-89.503400,8,7,1984
158.5,0.0301253,Conochilus,1987_6_22,46.251200,-89.503400,22,6,1987
211,0.0401037,Conochilus,1990_7_16,46.251200,-89.503400,16,7,1990
47,0.00893306,Conochilus,1993_6_3,46.251200,-89.503400,3,6,1993
10,0.00190065,Conochilus,1991_8_19,46.251200,-89.503400,19,8,1991
238,0.0452355,Conochilus,1992_5_28,46.251200,-89.503400,28,5,1992
55,0.0104536,Conochilus,1990_5_19,46.251200,-89.503400,19,5,1990
2,0.00038013,Conochilus,1993_8_19,46.251200,-89.503400,19,8,1993
76,0.0144449,Conochilus,1995_6_22,46.251200,-89.503400,22,6,1995
39.5,0.00463752,"Cyclops varicans",1987_7_6,46.251200,-89.503400,6,7,1987
1208,0.188053,"Cyclops varicans",1992_7_9,46.251200,-89.503400,9,7,1992
174,0.0270871,"Cyclops varicans",1991_6_24,46.251200,-89.503400,24,6,1991
118,0.0288857,"Cyclops varicans",1984_6_10,46.251200,-89.503400,10,6,1984
111,0.0124298,"Cyclops varicans",1987_8_10,46.251200,-89.503400,10,8,1987
59.5,0.00545336,"Cyclops varicans",1987_8_24,46.251200,-89.503400,24,8,1987
13.5,0.00244631,"Cyclops varicans",1988_7_18,46.251200,-89.503400,18,7,1988
55.5,0.0137788,"Cyclops varicans",1990_7_30,46.251200,-89.503400,30,7,1990
534.5,0.0755514,"Cyclops varicans",1992_6_25,46.251200,-89.503400,25,6,1992
119,0.0198852,"Cyclops varicans",1987_6_29,46.251200,-89.503400,29,6,1987
119,0.0230186,"Cyclops varicans",1991_8_26,46.251200,-89.503400,26,8,1991
20,0.00362417,"Cyclops varicans",1988_7_4,46.251200,-89.503400,4,7,1988
15,0.0014475,"Cyclops varicans",1987_9_7,46.251200,-89.503400,7,9,1987
752.5,0.0923759,"Cyclops varicans",1992_6_4,46.251200,-89.503400,4,6,1992
297,0.0545064,"Cyclops varicans",1991_9_2,46.251200,-89.503400,2,9,1991
416,0.0303035,"Cyclops varicans",1992_6_11,46.251200,-89.503400,11,6,1992
138.5,0.0280329,"Cyclops varicans",1991_7_8,46.251200,-89.503400,8,7,1991
39.5,0.00442322,"Cyclops varicans",1987_8_31,46.251200,-89.503400,31,8,1987
13,0.00235571,"Cyclops varicans",1988_6_27,46.251200,-89.503400,27,6,1988
13,0.0041641,"Cyclops varicans",1989_5_29,46.251200,-89.503400,29,5,1989
208,0.0196356,"Cyclops varicans",1991_7_22,46.251200,-89.503400,22,7,1991
40,0.00405964,"Cyclops varicans",1987_6_8,46.251200,-89.503400,8,6,1987
138.5,0.0129544,"Cyclops varicans",1992_5_28,46.251200,-89.503400,28,5,1992
24,0.00778653,"Cyclops varicans",1990_7_23,46.251200,-89.503400,23,7,1990
60,0.00934036,"Cyclops varicans",1994_7_14,46.251200,-89.503400,14,7,1994
1069.2,0.157396,"Cyclops varicans",1994_6_30,46.251200,-89.503400,30,6,1994
1980,0.185627,"Cyclops varicans",1992_8_6,46.251200,-89.503400,6,8,1992
79,0.0167099,"Cyclops varicans",1987_6_15,46.251200,-89.503400,15,6,1987
1821.5,0.178014,"Cyclops varicans",1992_8_27,46.251200,-89.503400,27,8,1992
39.5,0.00556617,"Cyclops varicans",1987_7_13,46.251200,-89.503400,13,7,1987
2019.5,0.230527,"Cyclops varicans",1992_8_13,46.251200,-89.503400,13,8,1992
63.5,0.0128526,"Cyclops varicans",1991_7_15,46.251200,-89.503400,15,7,1991
12,0.0020304,"Cyclops varicans",1994_8_11,46.251200,-89.503400,11,8,1994
109,0.0196886,"Cyclops varicans",1991_5_20,46.251200,-89.503400,20,5,1991
2978,0.246661,"Cyclops varicans",1992_9_10,46.251200,-89.503400,10,9,1992
178,0.0367231,"Cyclops varicans",1991_8_5,46.251200,-89.503400,5,8,1991
336.5,0.0637516,"Cyclops varicans",1991_5_27,46.251200,-89.503400,27,5,1991
772,0.0765641,"Cyclops varicans",1992_7_16,46.251200,-89.503400,16,7,1992
277,0.0550038,"Cyclops varicans",1991_6_17,46.251200,-89.503400,17,6,1991
317,0.0261647,"Cyclops varicans",1992_7_2,46.251200,-89.503400,2,7,1992
1742.5,0.227394,"Cyclops varicans",1992_8_20,46.251200,-89.503400,20,8,1992
33,0.00939353,"Cyclops varicans",1991_7_29,46.251200,-89.503400,29,7,1991
60,0.00883255,"Cyclops varicans",1994_7_7,46.251200,-89.503400,7,7,1994
105.5,0.0155306,"Cyclops varicans",1987_6_22,46.251200,-89.503400,22,6,1987
12,0.00156772,"Cyclops varicans",1990_8_26,46.251200,-89.503400,26,8,1990
831.5,0.114284,"Cyclops varicans",1992_7_30,46.251200,-89.503400,30,7,1992
105.5,0.0112492,"Cyclops varicans",1987_8_3,46.251200,-89.503400,3,8,1987
376,0.0676447,"Cyclops varicans",1991_7_1,46.251200,-89.503400,1,7,1991
5.5,0.000881663,"Cyclops varicans",1988_7_25,46.251200,-89.503400,25,7,1988
198,0.0544849,"Cyclops varicans",1991_6_3,46.251200,-89.503400,3,6,1991
455.5,0.0521602,"Cyclops varicans",1992_6_18,46.251200,-89.503400,18,6,1992
178,0.0388606,"Cyclops varicans",1991_8_19,46.251200,-89.503400,19,8,1991
1742.5,0.204453,"Cyclops varicans",1992_7_23,46.251200,-89.503400,23,7,1992
39.5,0.00581476,"Cyclops varicans",1987_7_27,46.251200,-89.503400,27,7,1987
2,0.000793699,"Cyclops varicans",1986_6_9,46.251200,-89.503400,9,6,1986
2217.5,0.156401,"Cyclops varicans",1992_9_3,46.251200,-89.503400,3,9,1992
120,0.0156772,"Cyclops varicans",1994_6_9,46.251200,-89.503400,9,6,1994
455.5,0.0835948,"Cyclops varicans",1991_8_12,46.251200,-89.503400,12,8,1991
5,0.0052216,"Daphnia dubia",1990_6_18,46.251200,-89.503400,18,6,1990
1.5,0.000319642,"Daphnia dubia",1989_5_19,46.251200,-89.503400,19,5,1989
20,0.00539649,Daphnia,1997_8_25,46.251200,-89.503400,25,8,1997
16,0.00361753,Daphnia,1997_6_23,46.251200,-89.503400,23,6,1997
72,0.00936898,Daphnia,1997_5_26,46.251200,-89.503400,26,5,1997
60,0.0140651,Daphnia,1998_7_20,46.251200,-89.503400,20,7,1998
36,0.00882221,Daphnia,1997_7_28,46.251200,-89.503400,28,7,1997
8,0.00246282,Daphnia,1998_8_29,46.251200,-89.503400,29,8,1998
104,0.0245818,Daphnia,1998_7_13,46.251200,-89.503400,13,7,1998
110,0.023649,Daphnia,1997_6_30,46.251200,-89.503400,30,6,1997
148,0.0312398,Daphnia,1998_7_6,46.251200,-89.503400,6,7,1998
24,0.00602468,Daphnia,1998_8_3,46.251200,-89.503400,3,8,1998
16,0.00392274,Daphnia,1997_8_11,46.251200,-89.503400,11,8,1997
8,0.0016565,Daphnia,1997_6_16,46.251200,-89.503400,16,6,1997
88,0.0202893,Daphnia,1998_7_27,46.251200,-89.503400,27,7,1998
32,0.00652291,Daphnia,1998_5_25,46.251200,-89.503400,25,5,1998
60,0.0129304,Daphnia,1997_7_7,46.251200,-89.503400,7,7,1997
56,0.0144519,Daphnia,1999_8_2,46.251200,-89.503400,2,8,1999
52,0.00955997,Daphnia,1998_6_15,46.251200,-89.503400,15,6,1998
36,0.00967777,Daphnia,1998_8_24,46.251200,-89.503400,24,8,1998
104,0.0249139,Daphnia,1999_8_29,46.251200,-89.503400,29,8,1999
64,0.0120478,Daphnia,1999_5_24,46.251200,-89.503400,24,5,1999
36,0.00962787,Daphnia,1999_7_5,46.251200,-89.503400,5,7,1999
52,0.01508,Daphnia,1998_8_17,46.251200,-89.503400,17,8,1998
48,0.0117524,Daphnia,1998_6_1,46.251200,-89.503400,1,6,1998
48,0.0117552,Daphnia,1998_8_10,46.251200,-89.503400,10,8,1998
8,0.00211776,Daphnia,1999_8_16,46.251200,-89.503400,16,8,1999
